Main Image Size (Width x Height in Pixels):,2767,x,2475
Mosaic Size (Width x Height in Pixels):,6381,x,5708
Tiles with a image:,460
Tiles without a image:,0
Unique number of images used as tiles:,80
Average Tile Quality:,83.13%,Score:,3877744
Best Tile Quality:,100.00%,Score:,228659
Worst Tile Quality:,0.00%,Score:,21853823
How much can I modify every tile:,47%
Minimum distance between duplicate tiles:,1
Minimum distance between sequences:,0
Algorithm:,High Quality
Pattern:,Square
Adapt Tile/Mosaic size:,Adapt Tile
Multiple Tile Size 1/2:,0%
Multiple Tile Size 1/4:,0%
Tile Area Priority:,CENTER_WIDE
Tile Size Priority:,AUTO
Tile Split:,AUTO
MaskFile:,
Pixels x Inch PPI:500.000000

Left,Top,Width,Height,Size KPixels,Image,ImageID/Sequence,Tile Quality,Tile Priority,Score,Used Count,Tile#,Image#
6105,1144,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators rally in support of jailed civil rights leader Wally Nelson. Location unspecified. Circa 1965..jpg",0,89.74%,60%,2447902,6,115,53
0,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators rally in support of jailed civil rights leader Wally Nelson. Location unspecified. Circa 1965..jpg",0,89.01%,60%,2606277,6,116,53
278,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police carry a young woman into a patrol wagon during a civil rights demonstration in Brooklyn, New York. 1963..jpg",0,90.09%,100%,2371541,6,117,29
556,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters march outside of the courthouse during the trial of New York City Police Officer Thomas Shea, who shot Clifford Glover, 10, and was acquitted in New York, June 12, 1974..jpg",0,94.57%,100%,1402928,6,118,61
834,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Camilla Massacre of 1868..jpg",0,92.73%,100%,1799866,6,119,21
1112,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",0,94.55%,100%,1406922,6,120,40
1390,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a man during the Watts riots in Los Angeles. August 1965..jpg",0,92.47%,100%,1857691,6,121,32
1668,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On May 29, 1968, Washington D.C. police tussle with a demonstrator of the Poor Peoples Campaign for civil rights and poverty relief during a protest at The Supreme Court..jpg",0,95.64%,100%,1172387,6,122,36
1946,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On May 29, 1968, Washington D.C. police tussle with a demonstrator of the Poor Peoples Campaign for civil rights and poverty relief during a protest at The Supreme Court..jpg",0,95.85%,100%,1126110,6,123,36
2224,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Shirley Chisholm - First African American woman elected to the House of Representatives in 1968..jpg",0,96.22%,100%,1045731,6,124,64
2502,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two terrified African-American girls flee police officers during a race riot in the Bedford-Stuyvesant neighborhood of Brooklyn on July 21, 1964..jpg",0,65.13%,100%,7769781,6,125,66
2780,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",0,96.62%,100%,959990,6,126,20
3058,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",0,95.84%,100%,1128210,6,127,20
3336,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",0,50.45%,100%,10943236,6,128,38
3614,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters take part in the civil disobedience campaign, in June 1952, in Johannesburg, by occupying places for white people..jpg",0,98.57%,100%,537310,6,129,67
3892,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a rioter during the third night of race riots in Paterson, New Jersey. August 14, 1964..jpg",0,95.84%,100%,1128484,6,130,22
4170,1430,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",0,99.10%,100%,424082,6,131,1
4448,1430,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Forming of the NAACP in the early 20th century..jpg",0,91.75%,100%,2011669,6,132,18
4725,1430,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mob beats Freedom Riders who've arrived at the bus station in Birmingham, Alabama. May 1961..jpg",0,90.41%,100%,2301487,6,133,57
5001,1430,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting 1906 Atlanta Race Massacre..jpg",0,94.00%,100%,1526711,6,134,8
5277,1430,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters take part in the civil disobedience campaign, in June 1952, in Johannesburg, by occupying places for white people..jpg",0,99.83%,100%,264532,6,135,67
5553,1430,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Hiram Rhodes Revels - First African American member fo the United States Senate in 1870..jpg",0,96.12%,100%,1067008,6,136,12
5829,1430,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",0,98.78%,100%,492047,6,137,41
6105,1430,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police carry a young woman into a patrol wagon during a civil rights demonstration in Brooklyn, New York. 1963..jpg",0,92.78%,60%,1791019,6,138,29
0,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A police dog attacks an African-American protester during an anti-segregation demonstration in Birmingham, Alabama on May 4, 1963..jpg",0,90.20%,60%,2347438,6,139,78
278,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a man during the Watts riots in Los Angeles. August 1965..jpg",0,93.78%,100%,1574402,6,140,32
556,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young girls join hands while riding the bus together during the initial phases of the integration of the school system in Boston, Massachusetts. September 15, 1975..jpg",0,93.57%,100%,1619694,6,141,70
834,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Cincinnati Race Riots of 1836..jpg",0,97.47%,100%,776742,6,142,19
1112,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Vigilantes burn record press building in Wilmington Race Riot. 1898..jpg",0,92.27%,100%,1899820,6,143,74
1390,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",0,95.85%,100%,1125537,6,144,35
1668,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",0,98.40%,100%,574817,6,145,1
1946,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",0,92.78%,100%,1790658,6,146,60
2224,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",0,95.35%,100%,1233465,6,147,9
2502,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",0,49.89%,100%,11065058,6,148,42
2780,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",0,60.36%,105%,8800502,6,149,11
3058,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",0,74.08%,105%,5833403,6,150,14
3336,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",0,73.55%,105%,5949079,6,151,14
3614,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A young black man drinking from a segregated drinking fountain in the mid 20th century..jpg",0,66.30%,100%,7516912,6,152,45
3892,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",0,95.30%,100%,1244733,6,153,35
4170,1716,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",0,97.81%,100%,701588,6,154,20
4448,1716,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",0,95.83%,100%,1129353,6,155,9
4725,1716,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young girls join hands while riding the bus together during the initial phases of the integration of the school system in Boston, Massachusetts. September 15, 1975..jpg",0,94.59%,100%,1399632,6,156,70
5001,1716,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On May 29, 1968, Washington D.C. police tussle with a demonstrator of the Poor Peoples Campaign for civil rights and poverty relief during a protest at The Supreme Court..jpg",0,94.01%,100%,1524559,6,157,36
5277,1716,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Vigilantes burn record press building in Wilmington Race Riot. 1898..jpg",0,86.61%,100%,3123797,6,158,74
5553,1716,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",0,47.26%,100%,11634139,6,159,59
5829,1716,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Elizabeth Eckford - One of the Little Rock Nine. September 6, 1957..jpg",0,54.93%,100%,9974171,6,160,3
6105,1716,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police carry a young woman into a patrol wagon during a civil rights demonstration in Brooklyn, New York. 1963..jpg",0,92.75%,60%,1797284,6,161,29
0,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A Nashville policeman grabs a demonstrator and tells him to move from in front of a patrol wagon during a protest on April 27, 1964..jpg",0,91.89%,60%,1982544,3,162,43
278,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police carry a young woman into a patrol wagon during a civil rights demonstration in Brooklyn, New York. 1963..jpg",0,94.05%,100%,1516160,6,163,29
556,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",0,96.26%,100%,1036521,6,164,15
834,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Forming of the NAACP in the early 20th century..jpg",0,95.18%,100%,1271362,6,165,18
1112,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a man during the Watts riots in Los Angeles. August 1965..jpg",0,95.59%,100%,1181903,6,166,32
1390,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",0,98.57%,100%,537346,6,167,30
1668,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",0,94.32%,100%,1456244,6,168,35
1946,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",0,50.14%,100%,11010816,6,169,42
2224,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",0,71.17%,105%,6462938,6,170,73
2502,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",0,90.35%,110%,2316035,6,171,6
2780,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",0,98.25%,115%,608154,6,172,41
3058,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",0,96.87%,115%,905266,6,173,34
3336,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",0,96.76%,115%,929859,6,174,34
3614,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",0,90.05%,110%,2380932,6,175,6
3892,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",0,73.65%,105%,5927266,6,176,14
4170,2002,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",0,44.87%,100%,12150389,6,177,59
4448,2002,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",0,98.35%,100%,585865,6,178,30
4725,2002,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Forming of the NAACP in the early 20th century..jpg",0,88.83%,100%,2643947,6,179,18
5001,2002,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Elizabeth Eckford - One of the Little Rock Nine. September 6, 1957..jpg",0,55.56%,100%,9839906,6,180,3
5277,2002,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police K-9 units being deployed to manage crowds of protesters during the Birmingham Campaign of the civil rights movement in May 1963..jpg",0,93.67%,100%,1596557,6,181,31
5553,2002,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",0,99.44%,100%,350634,6,182,49
5829,2002,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",0,98.34%,100%,586902,6,183,50
6105,2002,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A Nashville policeman grabs a demonstrator and tells him to move from in front of a patrol wagon during a protest on April 27, 1964..jpg",0,94.67%,60%,1382296,3,184,43
0,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On March 29, 1968 in Memphis, U.S. National Guard troops faced off with Civil Rights marchers..jpg",0,96.69%,60%,943789,6,185,24
278,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Anti Civil War draft rioters at Lexington Avenue in New York, 1863..jpg",0,98.72%,100%,505167,6,186,46
556,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",0,97.61%,100%,744504,6,187,15
834,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\President Lyndon B. Johnson shakes hands with civil rights leader Martin Luther King Jr. after signing the Civil Rights Act of 1964..jpg",0,97.39%,100%,794116,6,188,62
1112,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\The George Floyd mural at 38th in Chicago in summer 2020..jpg",0,96.78%,100%,925540,6,189,68
1390,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",0,97.46%,100%,777009,6,190,20
1668,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",0,48.35%,100%,11397945,6,191,38
1946,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",0,61.51%,100%,8552135,6,192,11
2224,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",0,94.81%,110%,1351512,6,193,40
2502,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",0,96.16%,115%,1059686,6,194,60
2780,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",0,98.05%,125%,649774,6,195,49
3058,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\The George Floyd mural at 38th in Chicago in summer 2020..jpg",0,95.57%,125%,1187708,6,196,68
3336,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",0,97.28%,125%,816751,6,197,33
3614,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",0,95.78%,115%,1141754,6,198,30
3892,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",0,97.58%,110%,752159,6,199,47
4170,2288,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",0,45.51%,100%,12012525,6,200,59
4448,2288,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",0,43.95%,100%,12349301,6,201,56
4725,2288,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",0,95.58%,100%,1184916,6,202,9
5001,2288,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",0,96.75%,100%,931249,6,203,60
5277,2288,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",0,98.61%,100%,530232,6,204,13
5553,2288,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",0,99.72%,100%,289313,6,205,13
5829,2288,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",0,99.65%,100%,304755,6,206,13
6105,2288,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",0,96.72%,60%,938602,6,207,44
0,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young girls join hands while riding the bus together during the initial phases of the integration of the school system in Boston, Massachusetts. September 15, 1975..jpg",0,96.00%,60%,1093856,6,208,70
278,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Dr. Charles Atkins and family look at the Sante Fe Depot sign requiring racial segregation in Oklahoma City, Oklahoma, 1955..jpg",0,86.92%,100%,3057015,6,209,2
556,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",0,98.51%,100%,550214,6,210,49
834,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",0,97.45%,100%,780272,6,211,50
1112,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Three demonstrators join hands to build strength against the force of water sprayed by riot police in Birmingham, Alabama, during a protest of segregation practices. May 4, 1963..jpg",0,93.92%,100%,1543748,6,212,77
1390,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",0,55.14%,100%,9929991,6,213,5
1668,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",0,84.40%,100%,3602968,6,214,33
1946,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",0,96.28%,105%,1034156,6,215,54
2224,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",0,94.03%,115%,1520003,6,216,80
2502,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",0,98.66%,120%,518730,6,217,13
2780,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a rioter during the third night of race riots in Paterson, New Jersey. August 14, 1964..jpg",0,94.85%,130%,1342403,6,218,22
3058,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",0,95.97%,135%,1099720,6,219,65
3336,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a rioter during the third night of race riots in Paterson, New Jersey. August 14, 1964..jpg",0,95.35%,130%,1234333,6,220,22
3614,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a rioter during the third night of race riots in Paterson, New Jersey. August 14, 1964..jpg",0,95.26%,120%,1253363,6,221,22
3892,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Camilla Massacre of 1868..jpg",0,92.77%,115%,1792826,6,222,21
4170,2574,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",0,97.66%,105%,734542,6,223,47
4448,2574,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",0,52.55%,100%,10489862,6,224,63
4725,2574,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",0,95.69%,100%,1161270,6,225,9
5001,2574,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",0,98.00%,100%,660731,6,226,72
5277,2574,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",0,99.28%,100%,383907,6,227,72
5553,2574,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",0,99.07%,100%,429637,6,228,72
